?ingredient	?ingLab
<http://purl.obolibrary.org/obo/DRON_00016269>	Interferon Type II
<http://purl.obolibrary.org/obo/DRON_00016270>	Iodipamide
<http://purl.obolibrary.org/obo/DRON_00016271>	monooctanoin
<http://purl.obolibrary.org/obo/DRON_00016275>	Pertussis, whole cell
<http://purl.obolibrary.org/obo/DRON_00016276>	h influenzae type b
<http://purl.obolibrary.org/obo/DRON_00016277>	Measles Vaccine
<http://purl.obolibrary.org/obo/DRON_00016278>	yellow-fever virus
<http://purl.obolibrary.org/obo/DRON_00016279>	Human herpesvirus 3
<http://purl.obolibrary.org/obo/DRON_00016280>	diperodon
<http://purl.obolibrary.org/obo/DRON_00016281>	pyrithione
<http://purl.obolibrary.org/obo/DRON_00016283>	standardized senna concentrate
<http://purl.obolibrary.org/obo/DRON_00016298>	Levorotatory alkaloids of belladonna
<http://purl.obolibrary.org/obo/DRON_00016312>	mequinol
<http://purl.obolibrary.org/obo/DRON_00016316>	plant stanol ester
<http://purl.obolibrary.org/obo/DRON_00016318>	FRUIT EXTRACTS
<http://purl.obolibrary.org/obo/DRON_00016321>	Psyllium
<http://purl.obolibrary.org/obo/DRON_00016325>	paricalcitol
<http://purl.obolibrary.org/obo/DRON_00016329>	Stigmasterol
<http://purl.obolibrary.org/obo/DRON_00016330>	campesterol
<http://purl.obolibrary.org/obo/DRON_00016331>	beta Sitosterol
<http://purl.obolibrary.org/obo/DRON_00016332>	Choline Magnesium Trisalicyclate
<http://purl.obolibrary.org/obo/DRON_00016334>	alpha-ketoglutaric acid
<http://purl.obolibrary.org/obo/DRON_00016352>	fructooligosaccharide
<http://purl.obolibrary.org/obo/DRON_00016359>	Ginkgo Biloba Leaf Extract
<http://purl.obolibrary.org/obo/DRON_00016360>	Iron polysaccharide
<http://purl.obolibrary.org/obo/DRON_00016363>	theaflavin
<http://purl.obolibrary.org/obo/DRON_00016375>	MILK THISTLE SEED EXTRACT
<http://purl.obolibrary.org/obo/DRON_00016378>	Asparagine
<http://purl.obolibrary.org/obo/DRON_00016393>	dichlorodifluoromethane
<http://purl.obolibrary.org/obo/DRON_00016394>	trandolapril
<http://purl.obolibrary.org/obo/DRON_00016395>	aluminum potassium sulfate
<http://purl.obolibrary.org/obo/DRON_00016396>	methylbenzethonium
<http://purl.obolibrary.org/obo/DRON_00016399>	ALUMINUM SUBACETATE
<http://purl.obolibrary.org/obo/DRON_00016406>	Salsalate
<http://purl.obolibrary.org/obo/DRON_00016410>	Dinoprostone
<http://purl.obolibrary.org/obo/DRON_00016411>	Adenine
<http://purl.obolibrary.org/obo/DRON_00016413>	Gluconolactone
<http://purl.obolibrary.org/obo/DRON_00016418>	histrelin
<http://purl.obolibrary.org/obo/DRON_00016419>	meloxicam
<http://purl.obolibrary.org/obo/DRON_00016420>	delmopinol
<http://purl.obolibrary.org/obo/DRON_00016421>	lopinavir
<http://purl.obolibrary.org/obo/DRON_00016427>	Hyaluronan
<http://purl.obolibrary.org/obo/DRON_00016431>	Neisseria meningitidis
<http://purl.obolibrary.org/obo/DRON_00016437>	rasagiline
<http://purl.obolibrary.org/obo/DRON_00016442>	ranolazine
<http://purl.obolibrary.org/obo/DRON_00016450>	Cyclamate
<http://purl.obolibrary.org/obo/DRON_00016454>	aldioxa
<http://purl.obolibrary.org/obo/DRON_00016463>	Dichloroacetate
<http://purl.obolibrary.org/obo/DRON_00016465>	Deoxycholate
<http://purl.obolibrary.org/obo/DRON_00016469>	laureth-9
<http://purl.obolibrary.org/obo/DRON_00016470>	butacaine
<http://purl.obolibrary.org/obo/DRON_00016472>	Oleate
<http://purl.obolibrary.org/obo/DRON_00016478>	Mefenamate
<http://purl.obolibrary.org/obo/DRON_00016481>	Pipemidate
<http://purl.obolibrary.org/obo/DRON_00016483>	sunflower seed oil
<http://purl.obolibrary.org/obo/DRON_00016496>	Ursodeoxycholate
<http://purl.obolibrary.org/obo/DRON_00016531>	Cynara Preparation
<http://purl.obolibrary.org/obo/DRON_00016543>	Dehydrocholate
<http://purl.obolibrary.org/obo/DRON_00016544>	Cascara sagrada
<http://purl.obolibrary.org/obo/DRON_00016555>	phenylacetate
<http://purl.obolibrary.org/obo/DRON_00016575>	Liver Extract
<http://purl.obolibrary.org/obo/DRON_00016590>	ammonium ferrous sulfate
<http://purl.obolibrary.org/obo/DRON_00016594>	pentetate calcium trisodium
<http://purl.obolibrary.org/obo/DRON_00016597>	Vitamin B Complex
<http://purl.obolibrary.org/obo/DRON_00016602>	Lactase
<http://purl.obolibrary.org/obo/DRON_00016609>	doramectin
<http://purl.obolibrary.org/obo/DRON_00016623>	Flumethiazide
<http://purl.obolibrary.org/obo/DRON_00016626>	Meprobamate
<http://purl.obolibrary.org/obo/DRON_00016631>	pentaerythritol
<http://purl.obolibrary.org/obo/DRON_00016637>	carbamide peroxide
<http://purl.obolibrary.org/obo/DRON_00016642>	adefovir
<http://purl.obolibrary.org/obo/DRON_00016643>	Aminocaproate
<http://purl.obolibrary.org/obo/DRON_00016644>	Chitosan
<http://purl.obolibrary.org/obo/DRON_00016646>	decitabine
<http://purl.obolibrary.org/obo/DRON_00016650>	Phospholipids
<http://purl.obolibrary.org/obo/DRON_00016651>	ferrous gluconate
<http://purl.obolibrary.org/obo/DRON_00016655>	gugulu extract
<http://purl.obolibrary.org/obo/DRON_00016663>	Poloxamer
<http://purl.obolibrary.org/obo/DRON_00016664>	Magnesium salt
<http://purl.obolibrary.org/obo/DRON_00016665>	Corticotropin
<http://purl.obolibrary.org/obo/DRON_00016670>	Mestranol
<http://purl.obolibrary.org/obo/DRON_00016671>	Chlormadinone
<http://purl.obolibrary.org/obo/DRON_00016675>	lyapolate
<http://purl.obolibrary.org/obo/DRON_00016684>	Hexetidine
<http://purl.obolibrary.org/obo/DRON_00016690>	diethylamine salicylate
<http://purl.obolibrary.org/obo/DRON_00016693>	etofenamate
<http://purl.obolibrary.org/obo/DRON_00016697>	Flufenamic Acid
<http://purl.obolibrary.org/obo/DRON_00016698>	SULFATED MUCOPOLYSACCHARIDES
<http://purl.obolibrary.org/obo/DRON_00016699>	Fluocortolone
<http://purl.obolibrary.org/obo/DRON_00016700>	glycol salicylate
<http://purl.obolibrary.org/obo/DRON_00016701>	nonivamide
<http://purl.obolibrary.org/obo/DRON_00016702>	troxerutin
<http://purl.obolibrary.org/obo/DRON_00016704>	Pentosan Polysulfate
<http://purl.obolibrary.org/obo/DRON_00016705>	Hydroflumethiazide
<http://purl.obolibrary.org/obo/DRON_00016707>	Rauwolfia preparation
<http://purl.obolibrary.org/obo/DRON_00016708>	Cinnarizine
<http://purl.obolibrary.org/obo/DRON_00016710>	Heptaminol
<http://purl.obolibrary.org/obo/DRON_00016711>	Flunarizine
<http://purl.obolibrary.org/obo/DRON_00016714>	DOBESILIC ACID
<http://purl.obolibrary.org/obo/DRON_00016715>	Xanthinol
<http://purl.obolibrary.org/obo/DRON_00016716>	Dequalinium
<http://purl.obolibrary.org/obo/DRON_00016717>	Isosorbide
<http://purl.obolibrary.org/obo/DRON_00016718>	Diphemanil
<http://purl.obolibrary.org/obo/DRON_00016719>	tixocortol
<http://purl.obolibrary.org/obo/DRON_00016721>	acexamic acid
<http://purl.obolibrary.org/obo/DRON_00016722>	cetrimonium
<http://purl.obolibrary.org/obo/DRON_00016723>	Cellulose
<http://purl.obolibrary.org/obo/DRON_00016725>	Phenformin
<http://purl.obolibrary.org/obo/DRON_00016727>	testosterone 17-phenylpropionate
<http://purl.obolibrary.org/obo/DRON_00016730>	Oxymorphone
<http://purl.obolibrary.org/obo/DRON_00016731>	gatifloxacin
<http://purl.obolibrary.org/obo/DRON_00016736>	meradimate
<http://purl.obolibrary.org/obo/DRON_00016738>	Medetomidine
<http://purl.obolibrary.org/obo/DRON_00016739>	atipamezole
<http://purl.obolibrary.org/obo/DRON_00016740>	thymalfasin
<http://purl.obolibrary.org/obo/DRON_00016741>	Thiosalicylate
<http://purl.obolibrary.org/obo/DRON_00016742>	Daunorubicin Liposomal
<http://purl.obolibrary.org/obo/DRON_00016745>	Deet
<http://purl.obolibrary.org/obo/DRON_00016751>	danthron
<http://purl.obolibrary.org/obo/DRON_00016756>	juniper tar
<http://purl.obolibrary.org/obo/DRON_00016757>	Pine tar
<http://purl.obolibrary.org/obo/DRON_00016761>	Meglumine iotroxinate
<http://purl.obolibrary.org/obo/DRON_00016762>	Phenazopyridine
<http://purl.obolibrary.org/obo/DRON_00016766>	Golden seal root
<http://purl.obolibrary.org/obo/DRON_00016769>	Mycophenolic Acid
<http://purl.obolibrary.org/obo/DRON_00016770>	Gitalin
<http://purl.obolibrary.org/obo/DRON_00016771>	cinnamedrine
<http://purl.obolibrary.org/obo/DRON_00016775>	KAVA ROOT
<http://purl.obolibrary.org/obo/DRON_00016776>	pseudoisocytidine
<http://purl.obolibrary.org/obo/DRON_00016778>	mild silver protein
<http://purl.obolibrary.org/obo/DRON_00016780>	hexylcaine
<http://purl.obolibrary.org/obo/DRON_00016782>	Bentonite
<http://purl.obolibrary.org/obo/DRON_00016786>	Echinacea Preparation
<http://purl.obolibrary.org/obo/DRON_00016788>	Grape Seed Extract
<http://purl.obolibrary.org/obo/DRON_00016789>	black currant oil
<http://purl.obolibrary.org/obo/DRON_00016790>	Ginkgo biloba extract
<http://purl.obolibrary.org/obo/DRON_00016795>	Ox bile extract
<http://purl.obolibrary.org/obo/DRON_00016796>	pantethine
<http://purl.obolibrary.org/obo/DRON_00016801>	Yeasts
<http://purl.obolibrary.org/obo/DRON_00016802>	chlorophyllin
<http://purl.obolibrary.org/obo/DRON_00016804>	Vorinostat
<http://purl.obolibrary.org/obo/DRON_00016811>	malate
<http://purl.obolibrary.org/obo/DRON_00016824>	Glipizide
<http://purl.obolibrary.org/obo/DRON_00016828>	Lactobacillus bifidus
<http://purl.obolibrary.org/obo/DRON_00016830>	triethanolamine
<http://purl.obolibrary.org/obo/DRON_00016833>	CALCIUM STEARATE
<http://purl.obolibrary.org/obo/DRON_00016834>	Belladonna Alkaloids
<http://purl.obolibrary.org/obo/DRON_00016835>	Tripelennamine
<http://purl.obolibrary.org/obo/DRON_00016839>	Aminolevulinate
<http://purl.obolibrary.org/obo/DRON_00016855>	bismuth subcitrate
<http://purl.obolibrary.org/obo/DRON_00016860>	Aspartate Magnesium Hydrochloride
<http://purl.obolibrary.org/obo/DRON_00016861>	denatured ethanol
<http://purl.obolibrary.org/obo/DRON_00016862>	duloxetine
<http://purl.obolibrary.org/obo/DRON_00016863>	Gramicidin
<http://purl.obolibrary.org/obo/DRON_00016878>	Ticarcillin
<http://purl.obolibrary.org/obo/DRON_00016879>	Clavulanic Acid
<http://purl.obolibrary.org/obo/DRON_00016881>	CELLULASE
<http://purl.obolibrary.org/obo/DRON_00016883>	fenipentol
<http://purl.obolibrary.org/obo/DRON_00016884>	Zinc phenolsulfonate
<http://purl.obolibrary.org/obo/DRON_00016886>	Potassium gluconate
<http://purl.obolibrary.org/obo/DRON_00016887>	CHYMOTRYPSIN
<http://purl.obolibrary.org/obo/DRON_00016888>	TRYPSIN
<http://purl.obolibrary.org/obo/DRON_00016889>	Activated Charcoal
<http://purl.obolibrary.org/obo/DRON_00016890>	spermaceti
<http://purl.obolibrary.org/obo/DRON_00016895>	zileuton
<http://purl.obolibrary.org/obo/DRON_00016896>	Protein C
<http://purl.obolibrary.org/obo/DRON_00016899>	rivastigmine
<http://purl.obolibrary.org/obo/DRON_00016909>	selenium sulfide
<http://purl.obolibrary.org/obo/DRON_00016911>	Dalteparin
<http://purl.obolibrary.org/obo/DRON_00016912>	Chorionic Gonadotropin
<http://purl.obolibrary.org/obo/DRON_00016913>	Filgrastim
<http://purl.obolibrary.org/obo/DRON_00016914>	Glatiramer
<http://purl.obolibrary.org/obo/DRON_00016915>	Interferon Alfa-2a
<http://purl.obolibrary.org/obo/DRON_00016917>	Meperidine
<http://purl.obolibrary.org/obo/DRON_00016918>	Somatropin
<http://purl.obolibrary.org/obo/DRON_00016919>	Teriparatide
<http://purl.obolibrary.org/obo/DRON_00016920>	anakinra
<http://purl.obolibrary.org/obo/DRON_00016921>	arbutamine
<http://purl.obolibrary.org/obo/DRON_00016922>	Etanercept
<http://purl.obolibrary.org/obo/DRON_00016923>	Hepatitis A Vaccine, Inactivated
<http://purl.obolibrary.org/obo/DRON_00016924>	Ibandronate
<http://purl.obolibrary.org/obo/DRON_00016925>	Interferon beta-1a
<http://purl.obolibrary.org/obo/DRON_00016926>	Lyme Disease Vaccine
<http://purl.obolibrary.org/obo/DRON_00016927>	bretylium
<http://purl.obolibrary.org/obo/DRON_00016928>	Epoetin Alfa
<http://purl.obolibrary.org/obo/DRON_00016929>	certoparin
<http://purl.obolibrary.org/obo/DRON_00016930>	reviparin
<http://purl.obolibrary.org/obo/DRON_00016931>	tinzaparin
<http://purl.obolibrary.org/obo/DRON_00016932>	Gadopentetate Dimeglumine
<http://purl.obolibrary.org/obo/DRON_00016933>	Iopamidol
<http://purl.obolibrary.org/obo/DRON_00016938>	Poloxamer 407
<http://purl.obolibrary.org/obo/DRON_00016940>	Adenosine Triphosphate
<http://purl.obolibrary.org/obo/DRON_00016950>	Trospium
<http://purl.obolibrary.org/obo/DRON_00016951>	peginterferon alfa-2a
<http://purl.obolibrary.org/obo/DRON_00016952>	peginterferon alfa-2b
<http://purl.obolibrary.org/obo/DRON_00016953>	Rho(D) Immune Globulin
<http://purl.obolibrary.org/obo/DRON_00016960>	terbinafine
<http://purl.obolibrary.org/obo/DRON_00016963>	tocophersolan
<http://purl.obolibrary.org/obo/DRON_00016969>	ganirelix
<http://purl.obolibrary.org/obo/DRON_00016976>	Nedocromil
<http://purl.obolibrary.org/obo/DRON_00016981>	Intrinsic factor
<http://purl.obolibrary.org/obo/DRON_00016989>	phenylbutyrate
<http://purl.obolibrary.org/obo/DRON_00016990>	lanreotide
<http://purl.obolibrary.org/obo/DRON_00017004>	Procyclidine
<http://purl.obolibrary.org/obo/DRON_00017005>	Pyridostigmine
<http://purl.obolibrary.org/obo/DRON_00017006>	Rimantadine
<http://purl.obolibrary.org/obo/DRON_00017007>	Talampicillin
<http://purl.obolibrary.org/obo/DRON_00017009>	anhydrous calcium iodide
<http://purl.obolibrary.org/obo/DRON_00017020>	diphenylpyraline
<http://purl.obolibrary.org/obo/DRON_00017022>	phenethicillin
<http://purl.obolibrary.org/obo/DRON_00017024>	belladonna extract, USP
<http://purl.obolibrary.org/obo/DRON_00017027>	Mepenzolate
<http://purl.obolibrary.org/obo/DRON_00017030>	Pizotyline
<http://purl.obolibrary.org/obo/DRON_00017031>	dichloralphenazone
<http://purl.obolibrary.org/obo/DRON_00017033>	reproterol
<http://purl.obolibrary.org/obo/DRON_00017034>	Ketotifen
<http://purl.obolibrary.org/obo/DRON_00017037>	Ambroxol
<http://purl.obolibrary.org/obo/DRON_00017040>	isoaminile
<http://purl.obolibrary.org/obo/DRON_00017043>	Astemizole
<http://purl.obolibrary.org/obo/DRON_00017044>	Benzydamine
<http://purl.obolibrary.org/obo/DRON_00017052>	Terfenadine
<http://purl.obolibrary.org/obo/DRON_00017060>	Bromhexine
<http://purl.obolibrary.org/obo/DRON_00017061>	BUTETAMATE
<http://purl.obolibrary.org/obo/DRON_00017064>	Calcium gluceptate
<http://purl.obolibrary.org/obo/DRON_00017066>	Calcium iodide
<http://purl.obolibrary.org/obo/DRON_00017071>	Carbocysteine
<http://purl.obolibrary.org/obo/DRON_00017074>	Chlormethiazole
<http://purl.obolibrary.org/obo/DRON_00017075>	ambroxol-theophylline-7-acetate
<http://purl.obolibrary.org/obo/DRON_00017076>	ALPHA-AMYLASE
<http://purl.obolibrary.org/obo/DRON_00017078>	Emetine
<http://purl.obolibrary.org/obo/DRON_00017080>	guaiacolsulfonic acid
<http://purl.obolibrary.org/obo/DRON_00017081>	Ethylmorphine
<http://purl.obolibrary.org/obo/DRON_00017082>	FEDRILATE
<http://purl.obolibrary.org/obo/DRON_00017083>	Ferrous glycine sulfate
<http://purl.obolibrary.org/obo/DRON_00017084>	teferrol
<http://purl.obolibrary.org/obo/DRON_00017085>	Fusidate
<http://purl.obolibrary.org/obo/DRON_00017086>	Galactose
<http://purl.obolibrary.org/obo/DRON_00017092>	Chymopapain
<http://purl.obolibrary.org/obo/DRON_00017098>	Cyclizine
<http://purl.obolibrary.org/obo/DRON_00017099>	DIISOPROMINE
<http://purl.obolibrary.org/obo/DRON_00017102>	Guaiacol
<http://purl.obolibrary.org/obo/DRON_00017103>	Dimethindene
<http://purl.obolibrary.org/obo/DRON_00017104>	Dimethoxanate
<http://purl.obolibrary.org/obo/DRON_00017106>	amylocaine
<http://purl.obolibrary.org/obo/DRON_00017107>	azatadine
<http://purl.obolibrary.org/obo/DRON_00017108>	bamipine
<http://purl.obolibrary.org/obo/DRON_00017109>	buclizine
<http://purl.obolibrary.org/obo/DRON_00017110>	calcium galactogluconate bromide
<http://purl.obolibrary.org/obo/DRON_00017111>	glubionate calcium
<http://purl.obolibrary.org/obo/DRON_00017112>	calcium lactobionate
<http://purl.obolibrary.org/obo/DRON_00017115>	pyrvinium
<http://purl.obolibrary.org/obo/DRON_00017116>	sobrerol
<http://purl.obolibrary.org/obo/DRON_00017119>	oxtriphylline
<http://purl.obolibrary.org/obo/DRON_00017123>	GUAIACOL ETHYLGLYCOLATE
<http://purl.obolibrary.org/obo/DRON_00017126>	dipropizine
<http://purl.obolibrary.org/obo/DRON_00017127>	dipropizine, (S)-isomer
<http://purl.obolibrary.org/obo/DRON_00017128>	eprozinol
<http://purl.obolibrary.org/obo/DRON_00017129>	fenspiride
<http://purl.obolibrary.org/obo/DRON_00017130>	ferric ammonium citrate
<http://purl.obolibrary.org/obo/DRON_00017131>	zipeprol
<http://purl.obolibrary.org/obo/DRON_00017132>	helicidine
<http://purl.obolibrary.org/obo/DRON_00017133>	hydroiodic acid
<http://purl.obolibrary.org/obo/DRON_00017136>	isothipendyl
<http://purl.obolibrary.org/obo/DRON_00017137>	mequitazine
<http://purl.obolibrary.org/obo/DRON_00017138>	methdilazine
<http://purl.obolibrary.org/obo/DRON_00017139>	niaprazine
<http://purl.obolibrary.org/obo/DRON_00017140>	oxeladin
<http://purl.obolibrary.org/obo/DRON_00017141>	oxolamine
<http://purl.obolibrary.org/obo/DRON_00017146>	pholcodine
<http://purl.obolibrary.org/obo/DRON_00017147>	Squill extract
<http://purl.obolibrary.org/obo/DRON_00017148>	pimethixene
<http://purl.obolibrary.org/obo/DRON_00017149>	pipazethate
<http://purl.obolibrary.org/obo/DRON_00017151>	Hexoprenaline
<http://purl.obolibrary.org/obo/DRON_00017152>	Inosine Pranobex
<http://purl.obolibrary.org/obo/DRON_00017153>	Levamisole
<http://purl.obolibrary.org/obo/DRON_00017156>	MEGLUMINE BENZOATE
<http://purl.obolibrary.org/obo/DRON_00017158>	Nimorazole
<http://purl.obolibrary.org/obo/DRON_00017159>	Noscapine
<http://purl.obolibrary.org/obo/DRON_00017160>	Polysorbates
<http://purl.obolibrary.org/obo/DRON_00017164>	Procaterol
<http://purl.obolibrary.org/obo/DRON_00017165>	Pyrithioxin
<http://purl.obolibrary.org/obo/DRON_00017166>	Senna Leaves
<http://purl.obolibrary.org/obo/DRON_00017167>	Phytic Acid
<http://purl.obolibrary.org/obo/DRON_00017168>	Sodium ironedetate
<http://purl.obolibrary.org/obo/DRON_00017169>	Spiramycin
<http://purl.obolibrary.org/obo/DRON_00017170>	TIEMONIUM
<http://purl.obolibrary.org/obo/DRON_00017171>	Thyme oil
<http://purl.obolibrary.org/obo/DRON_00017172>	Amobarbital
<http://purl.obolibrary.org/obo/DRON_00017173>	Floxacillin
<http://purl.obolibrary.org/obo/DRON_00017175>	Chloral betaine
<http://purl.obolibrary.org/obo/DRON_00017179>	Chymosin
<http://purl.obolibrary.org/obo/DRON_00017181>	Ethylestrenol
<http://purl.obolibrary.org/obo/DRON_00017183>	Isopropamide
<http://purl.obolibrary.org/obo/DRON_00017185>	Nicotinyl Alcohol
<http://purl.obolibrary.org/obo/DRON_00017187>	Secobarbital
<http://purl.obolibrary.org/obo/DRON_00017188>	aprobarbital
<http://purl.obolibrary.org/obo/DRON_00017197>	Prussian blue
<http://purl.obolibrary.org/obo/DRON_00017199>	Zanamivir
<http://purl.obolibrary.org/obo/DRON_00017200>	Cannabinol
<http://purl.obolibrary.org/obo/DRON_00017201>	Tetrahydrocannabinol
<http://purl.obolibrary.org/obo/DRON_00017204>	interferon alfacon-1
<http://purl.obolibrary.org/obo/DRON_00017208>	ardeparin
<http://purl.obolibrary.org/obo/DRON_00017209>	Hepatitis B Vaccine
<http://purl.obolibrary.org/obo/DRON_00017210>	bendamustine
<http://purl.obolibrary.org/obo/DRON_00017214>	Triptorelin
<http://purl.obolibrary.org/obo/DRON_00017215>	Glucagon
<http://purl.obolibrary.org/obo/DRON_00017218>	Amylases
<http://purl.obolibrary.org/obo/DRON_00017219>	Lipase
<http://purl.obolibrary.org/obo/DRON_00017221>	Endopeptidases
<http://purl.obolibrary.org/obo/DRON_00017225>	Apomorphine
<http://purl.obolibrary.org/obo/DRON_00017235>	Smallpox Vaccine
<http://purl.obolibrary.org/obo/DRON_00017238>	Haemophilus capsular oligosaccharide
<http://purl.obolibrary.org/obo/DRON_00017240>	Ammonium
<http://purl.obolibrary.org/obo/DRON_00017241>	cobamamide
<http://purl.obolibrary.org/obo/DRON_00017245>	iodine-131-tositumomab
<http://purl.obolibrary.org/obo/DRON_00017246>	Phenylmercuric nitrate
<http://purl.obolibrary.org/obo/DRON_00017247>	calcium hydroxide
<http://purl.obolibrary.org/obo/DRON_00017248>	Samarium
<http://purl.obolibrary.org/obo/DRON_00017249>	SAMARIUM Sm153
<http://purl.obolibrary.org/obo/DRON_00017253>	Flurandrenolide
<http://purl.obolibrary.org/obo/DRON_00017256>	cadexomer iodine
<http://purl.obolibrary.org/obo/DRON_00017257>	Gentian Violet
<http://purl.obolibrary.org/obo/DRON_00017258>	brilliant green
<http://purl.obolibrary.org/obo/DRON_00017294>	N-acetyltyrosine
<http://purl.obolibrary.org/obo/DRON_00017357>	Sodium Acetate Trihydrate
<http://purl.obolibrary.org/obo/DRON_00017400>	Acetate
